language,ISO_code,thisN,thisTrialN,thisRepN,message,EN,ES,FR,hand,inst_pic,image_w,image_h,text_x,inst_msg_EN,inst_msg_ES,stim,sequence_code,sequence_type,trial_type,key_presses,sequence_picture,prompt_before,prompt,block_adv_resp.keys,block_adv_resp.rt,block_adv_resp.duration,adv_trial.keys,adv_trial.rt,adv_trial.duration,seq_resp.keys,seq_resp.rt,seq_resp.duration,self_assess_question_EN,label_min_EN,label_middle_EN,label_max_EN,self_assess_question_ES,label_min_ES,label_middle_ES,label_max_ES,slider.response,slider.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,lang_loop.thisRepN,lang_loop.thisTrialN,lang_loop.thisN,lang_loop.thisIndex,messages_loop.thisRepN,messages_loop.thisTrialN,messages_loop.thisN,messages_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,seq_loop.thisRepN,seq_loop.thisTrialN,seq_loop.thisN,seq_loop.thisIndex,self_assess_loop.thisRepN,self_assess_loop.thisTrialN,self_assess_loop.thisN,self_assess_loop.thisIndex,thisRow.t,notes,language_code,counterbalance.group,counterbalance.remaining,load_lg.started,load_lg.stopped,msg_name,msg_value,title_text.started,left_poly.started,right_poly.started,left_text.started,right_text.started,mouse.started,handedness,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,task_title.started,block_start.started,block_main_text.started,block_number_text.started,block_adv_resp.started,timer.started,block_start.stopped,block_number,block_pause,blocks_loop.block_adv_resp.keys,blocks_loop.block_adv_resp.rt,blocks_loop.block_adv_resp.duration,reps_per_block,sequence_selected,pre_trial.started,instruction.started,adv_trial.started,press_space_text.started,pre_trial.stopped,seq_loop.adv_trial.keys,seq_loop.adv_trial.rt,seq_loop.adv_trial.duration,seq_trial.started,fix_cross.started,seq_image.started,box_F.started,box_G.started,box_H.started,box_J.started,seq_resp.started,seq_trial.stopped,seq_typed,seq_acc,seq_time,seq_loop.seq_resp.keys,seq_loop.seq_resp.rt,seq_loop.seq_resp.duration,crit_counter,seq_fb.started,seq_fb_text.started,sound_corr.started,sound_incorr.started,sound_corr.stopped,sound_incorr.stopped,seq_fb.stopped,self_assess.started,self_assess_text.started,slider.started,label_0.started,label_5.started,label_10.started,mouse_2.started,next_poly.started,next_text.started,self_assess.stopped,self_assess_loop.slider.response,self_assess_loop.slider.rt,self_assess_loop.mouse_2.x,self_assess_loop.mouse_2.y,self_assess_loop.mouse_2.leftButton,self_assess_loop.mouse_2.midButton,self_assess_loop.mouse_2.rightButton,self_assess_loop.mouse_2.time,self_assess_loop.mouse_2.clicked_name,bye.started,bye_text.started,bye.stopped,participant,session,language,date,expName,expVersion,psychopyVersion,frameRate,expStart
English,,4,0,1,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,1.6415579,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[2.3855741000006674, 2.5619495999999344, 2.764839600000414, 2.9599084000001312, 3.1746769999954267, 3.350607399996079, 3.5372570999970776, 3.7216810999962036]","[0.13218599999527214, 0.1423727000001236, 0.1343293999962043, 0.13158760000078473, 0.1183902000047965, 0.15105380000022706, 0.13424579999991693, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,4,0,,,,,66.5025782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4986605,66.5025782,66.5025782,66.5025782,68.1585016,space,1.6415579,None,68.17105,68.1767651,68.1767651,68.1767651,68.1767651,68.1767651,68.1767651,68.1767651,71.9269251,fghjjhgf,1,1.34,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[2.3855741000006674, 2.5619495999999344, 2.764839600000414, 2.9599084000001312, 3.1746769999954267, 3.350607399996079, 3.5372570999970776, 3.7216810999962036]","[0.13218599999527214, 0.1423727000001236, 0.1343293999962043, 0.13158760000078473, 0.1183902000047965, 0.15105380000022706, 0.13424579999991693, None]",,71.9546789,,,,,,71.9547192,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,5,1,1,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,0.7992789,None,"['f', 'f']","[1.4996144999968237, 3.3096136000021943]","[0.1471603000027244, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,5,1,,,,,71.9623289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9583758,71.9623289,71.9623289,71.9623289,72.7747978,space,0.7992789,None,72.7876669,72.795885,72.795885,72.795885,72.795885,72.795885,72.795885,72.795885,76.126343,ff,1,1.81,"['f', 'f']","[1.4996144999968237, 3.3096136000021943]","[0.1471603000027244, None]",,76.1509669,,,,,,76.1510053,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,6,2,1,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,2,6,2,,,,,76.2183467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1539846,,,,76.1540105,None,,,76.1602516,,,,,,,,76.160295,,0,999,None,,,,76.1789605,,,,,,76.1790022,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,7,3,1,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,3,7,3,,,,,76.2183467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.182724,,,,76.1827464,None,,,76.1919627,,,,,,,,76.1920081,,0,999,None,,,,76.2106403,,,,,,76.2106781,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,8,0,2,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,1.4313671,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[1.0212674000067636, 1.1884354000067106, 1.378276100003859, 1.569671000004746, 1.7809806000004755, 1.9654027000069618, 2.1466436000046087, 2.330146100001002]","[0.12396029999945313, 0.14280259999941336, 0.16300860000046669, 0.1295324000020628, 0.11106810000637779, 0.1724216999937198, 0.13336269999854267, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,8,0,,,,,76.2183467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2138049,76.2183467,76.2183467,76.2183467,77.6589453,space,1.4313671,None,77.6712587,77.6771729,77.6771729,77.6771729,77.6771729,77.6771729,77.6771729,77.6771729,80.0404412,fghjjhgf,1,1.31,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[1.0212674000067636, 1.1884354000067106, 1.378276100003859, 1.569671000004746, 1.7809806000004755, 1.9654027000069618, 2.1466436000046087, 2.330146100001002]","[0.12396029999945313, 0.14280259999941336, 0.16300860000046669, 0.1295324000020628, 0.11106810000637779, 0.1724216999937198, 0.13336269999854267, None]",,80.059297,,,,,,80.0593393,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,9,1,2,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,2.0460443,None,"['f', 'f']","[2.4284001999985776, 4.312280099999043]","[0.11908939999557333, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,1,9,1,,,,,80.0662808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0630483,80.0662808,80.0662808,80.0662808,82.1245073,space,2.0460443,None,82.1362628,82.1449669,82.1449669,82.1449669,82.1449669,82.1449669,82.1449669,82.1449669,86.4764951,ff,1,1.88,"['f', 'f']","[2.4284001999985776, 4.312280099999043]","[0.11908939999557333, None]",,86.5005534,,,,,,86.5005943,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,10,2,2,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,2,10,2,,,,,86.5705854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5035676,,,,86.5035945,None,,,86.5106232,,,,,,,,86.510668,,0,999,None,,,,86.5300855,,,,,,86.5301241,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,11,3,2,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,3,11,3,,,,,86.5705854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.533764,,,,86.5337868,None,,,86.5430792,,,,,,,,86.5431229,,0,999,None,,,,86.5628676,,,,,,86.5629079,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,12,0,3,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,0.7382039,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.8473780000058468, 1.0073412000056123, 1.2085765000010724, 1.408193700000993, 1.6148711000059848, 1.7701096000018879, 1.9369923000049312, 2.1183992000005674]","[0.13030799999978626, 0.16157949999615084, 0.16339629999856697, 0.1287101000052644, 0.11063419999845792, 0.1644430000014836, 0.14525899999716785, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,12,0,,,,,86.5705854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.565838,86.5705854,86.5705854,86.5705854,87.3246332,space,0.7382039,None,87.3356953,87.3410419,87.3410419,87.3410419,87.3410419,87.3410419,87.3410419,87.3410419,89.4932395,fghjjhgf,1,1.27,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.8473780000058468, 1.0073412000056123, 1.2085765000010724, 1.408193700000993, 1.6148711000059848, 1.7701096000018879, 1.9369923000049312, 2.1183992000005674]","[0.13030799999978626, 0.16157949999615084, 0.16339629999856697, 0.1287101000052644, 0.11063419999845792, 0.1644430000014836, 0.14525899999716785, None]",,89.5213913,,,,,,89.5214347,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,13,1,3,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,1.4731094,None,"['f', 'f']","[2.3306268000014825, 4.330336600003648]","[0.129761200005305, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,1,13,1,,,,,89.5289091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5253481,89.5289091,89.5289091,89.5289091,91.0093641,space,1.4731094,None,91.0221015,91.0294721,91.0294721,91.0294721,91.0294721,91.0294721,91.0294721,91.0294721,95.39298,ff,1,2,"['f', 'f']","[2.3306268000014825, 4.330336600003648]","[0.129761200005305, None]",,95.4179447,,,,,,95.4179877,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,14,2,3,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,2,14,2,,,,,95.4851675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4220576,,,,95.4220828,None,,,95.4276896,,,,,,,,95.4277334,,0,999,None,,,,95.4468803,,,,,,95.4469168,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,15,3,3,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,3,15,3,,,,,95.4851675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4509577,,,,95.4509811,None,,,95.4572661,,,,,,,,95.4573071,,0,999,None,,,,95.4765886,,,,,,95.4766319,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,16,0,4,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,0.7528683,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.769210499995097, 0.9160325999982888, 1.0903776999984984, 1.2784707999962848, 1.4649608999970951, 1.581081099997391, 1.7192036999986158, 1.8866635000013048]","[0.11739769999985583, 0.14033829999971204, 0.17241240000294056, 0.1256548000019393, 0.10195789999852423, 0.1729269999996177, 0.13196569999854546, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,16,0,,,,,95.4851675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4804604,95.4851675,95.4851675,95.4851675,96.2419257,space,0.7528683,None,96.2535358,96.2592659,96.2592659,96.2592659,96.2592659,96.2592659,96.2592659,96.2592659,98.1753756,fghjjhgf,1,1.12,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.769210499995097, 0.9160325999982888, 1.0903776999984984, 1.2784707999962848, 1.4649608999970951, 1.581081099997391, 1.7192036999986158, 1.8866635000013048]","[0.11739769999985583, 0.14033829999971204, 0.17241240000294056, 0.1256548000019393, 0.10195789999852423, 0.1729269999996177, 0.13196569999854546, None]",,98.1964001,,,,,,98.196442,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,17,1,4,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,1.6190371,None,"['f', 'f']","[1.7573562000034144, 3.179696999999578]","[0.13491619999695104, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,1,17,1,,,,,98.2036843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2003562,98.2036843,98.2036843,98.2036843,99.8403253,space,1.6190371,None,99.854744,99.862798,99.862798,99.862798,99.862798,99.862798,99.862798,99.862798,103.0754797,ff,1,1.42,"['f', 'f']","[1.7573562000034144, 3.179696999999578]","[0.13491619999695104, None]",,103.1005162,,,,,,103.1005552,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,18,2,4,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,2,18,2,,,,,103.1695143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1035725,,,,103.1036242,None,,,103.1097454,,,,,,,,103.1097959,,0,999,None,,,,103.1297837,,,,,,103.1298428,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,19,3,4,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,3,19,3,,,,,103.1695143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1336767,,,,103.1337012,None,,,103.141081,,,,,,,,103.1411276,,0,999,None,,,,103.1613376,,,,,,103.161378,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,20,0,5,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,1.1603227,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[1.0302528999964125, 1.1306792999967001, 1.2886502999972436, 1.495735099997546, 1.6793784999972559, 1.8114243000018178, 1.963705399997707, 2.1105094000013196]","[0.11632290000125067, 0.19693160000315402, 0.16229700000258163, 0.10963460000493797, 0.1043435000028694, 0.15326839999761432, 0.12113720000343164, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,20,0,,,,,103.1695143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1650318,103.1695143,103.1695143,103.1695143,104.3418305,space,1.1603227,None,104.3523384,104.3577372,104.3577372,104.3577372,104.3577372,104.3577372,104.3577372,104.3577372,106.4920871,fghjjhgf,1,1.08,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[1.0302528999964125, 1.1306792999967001, 1.2886502999972436, 1.495735099997546, 1.6793784999972559, 1.8114243000018178, 1.963705399997707, 2.1105094000013196]","[0.11632290000125067, 0.19693160000315402, 0.16229700000258163, 0.10963460000493797, 0.1043435000028694, 0.15326839999761432, 0.12113720000343164, None]",,106.5126484,,,,,,106.5126901,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,21,1,5,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,1.0176084,None,"['f', 'f']","[1.1145561000012094, 3.0638219000029494]","[0.12491079999745125, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,1,21,1,,,,,106.5194814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5163121,106.5194814,106.5194814,106.5194814,107.5414862,space,1.0176084,None,107.5534865,107.5616634,107.5616634,107.5616634,107.5616634,107.5616634,107.5616634,107.5616634,110.6599817,ff,1,1.95,"['f', 'f']","[1.1145561000012094, 3.0638219000029494]","[0.12491079999745125, None]",,110.6961108,,,,,,110.6961705,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,22,2,5,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,2,22,2,,,,,110.7896711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.7019262,,,,110.7019723,None,,,110.7145202,,,,,,,,110.7146123,,0,999,None,,,,110.7497754,,,,,,110.7498265,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,23,3,5,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,3,23,3,,,,,110.7896711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.7549469,,,,110.7549753,None,,,110.7615647,,,,,,,,110.7616139,,0,999,None,,,,110.7815463,,,,,,110.7816219,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,24,0,6,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,space,0.8459531,None,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.7285391999976127, 0.8802863000018988, 1.0660093999977107, 1.1981988000043202, 1.3958845000015572, 1.522735400001693, 1.666380599999684, 1.8224332000027061]","[0.11909830000513466, 0.13385189999826252, 0.13620930000615772, 0.13506709999637678, 0.10964070000045467, 0.1884580999976606, 0.13468550000106916, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,24,0,,,,,110.7896711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.7845877,110.7896711,110.7896711,110.7896711,111.6409003,space,0.8459531,None,111.6541923,111.6619507,111.6619507,111.6619507,111.6619507,111.6619507,111.6619507,111.6619507,113.5088468,fghjjhgf,1,1.09,"['f', 'g', 'h', 'j', 'j', 'h', 'g', 'f']","[0.7285391999976127, 0.8802863000018988, 1.0660093999977107, 1.1981988000043202, 1.3958845000015572, 1.522735400001693, 1.666380599999684, 1.8224332000027061]","[0.11909830000513466, 0.13385189999826252, 0.13620930000615772, 0.13506709999637678, 0.10964070000045467, 0.1884580999976606, 0.13468550000106916, None]",,113.5336906,,,,,,113.5337289,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,25,1,6,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,0.8259848,None,space,1.74604,None,"['f', 'f']","[3.5285051000028034, 5.055952800001251]","[0.13520089999656193, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,1,25,1,,,,,113.5407258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.5376389,113.5407258,113.5407258,113.5407258,115.2910795,space,1.74604,None,115.3055735,115.316709,115.316709,115.316709,115.316709,115.316709,115.316709,115.316709,120.3916405,ff,1,1.53,"['f', 'f']","[3.5285051000028034, 5.055952800001251]","[0.13520089999656193, None]",,120.4162489,,,,,,120.4162895,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,26,2,6,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,0.8259848,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,2,26,2,,,,,120.4820838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.419745,,,,120.4197701,None,,,120.4257267,,,,,,,,120.4257783,,0,999,None,,,,120.4432212,,,,,,120.4432588,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
