language,ISO_code,thisN,thisTrialN,thisRepN,message,EN,ES,FR,hand,inst_pic,image_w,image_h,text_x,inst_msg_EN,inst_msg_ES,stim,sequence_code,sequence_type,trial_type,key_presses,sequence_picture,prompt_before,prompt,block_adv_resp.keys,block_adv_resp.rt,block_adv_resp.duration,adv_trial.keys,adv_trial.rt,adv_trial.duration,seq_resp.keys,seq_resp.rt,seq_resp.duration,self_assess_question_EN,label_min_EN,label_middle_EN,label_max_EN,self_assess_question_ES,label_min_ES,label_middle_ES,label_max_ES,slider.response,slider.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,lang_loop.thisRepN,lang_loop.thisTrialN,lang_loop.thisN,lang_loop.thisIndex,messages_loop.thisRepN,messages_loop.thisTrialN,messages_loop.thisN,messages_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,seq_loop.thisRepN,seq_loop.thisTrialN,seq_loop.thisN,seq_loop.thisIndex,self_assess_loop.thisRepN,self_assess_loop.thisTrialN,self_assess_loop.thisN,self_assess_loop.thisIndex,thisRow.t,notes,language_code,counterbalance.group,counterbalance.remaining,load_lg.started,load_lg.stopped,msg_name,msg_value,title_text.started,left_poly.started,right_poly.started,left_text.started,right_text.started,mouse.started,handedness,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,task_title.started,block_start.started,block_main_text.started,block_number_text.started,block_adv_resp.started,timer.started,block_start.stopped,block_number,block_pause,blocks_loop.block_adv_resp.keys,blocks_loop.block_adv_resp.rt,blocks_loop.block_adv_resp.duration,reps_per_block,sequence_selected,pre_trial.started,instruction.started,adv_trial.started,press_space_text.started,pre_trial.stopped,seq_loop.adv_trial.keys,seq_loop.adv_trial.rt,seq_loop.adv_trial.duration,seq_trial.started,fix_cross.started,seq_image.started,box_F.started,box_G.started,box_H.started,box_J.started,seq_resp.started,seq_trial.stopped,seq_typed,seq_acc,seq_time,seq_loop.seq_resp.keys,seq_loop.seq_resp.rt,seq_loop.seq_resp.duration,crit_counter,seq_fb.started,seq_fb_text.started,sound_corr.started,sound_incorr.started,sound_corr.stopped,sound_incorr.stopped,seq_fb.stopped,self_assess.started,self_assess_text.started,slider.started,label_0.started,label_5.started,label_10.started,mouse_2.started,next_poly.started,next_text.started,self_assess.stopped,self_assess_loop.slider.response,self_assess_loop.slider.rt,self_assess_loop.mouse_2.x,self_assess_loop.mouse_2.y,self_assess_loop.mouse_2.leftButton,self_assess_loop.mouse_2.midButton,self_assess_loop.mouse_2.rightButton,self_assess_loop.mouse_2.time,self_assess_loop.mouse_2.clicked_name,bye.started,bye_text.started,bye.stopped,participant,session,language,date,expName,expVersion,psychopyVersion,frameRate,expStart
English,,26,2,6,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.4614467,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5611126000003424, 0.6858112000045367, 0.8458743000010145, 1.0205198000039672, 1.206791800002975, 1.3402960000021267, 1.4913098000033642, 1.6396052999989479]","[0.11536830000113696, 0.12532639999699313, 0.12963270000182092, 0.09993060000124387, 0.11426650000066729, 0.1281059000029927, 0.13765309999871533, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,2,26,2,,,,,204.3242837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3196177,204.3242837,204.3242837,204.3242837,204.7875954,space,0.4614467,None,204.8006811,204.8064697,204.8064697,204.8064697,204.8064697,204.8064697,204.8064697,204.8064697,206.4704661,fjghhgjf,1,1.08,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5611126000003424, 0.6858112000045367, 0.8458743000010145, 1.0205198000039672, 1.206791800002975, 1.3402960000021267, 1.4913098000033642, 1.6396052999989479]","[0.11536830000113696, 0.12532639999699313, 0.12963270000182092, 0.09993060000124387, 0.11426650000066729, 0.1281059000029927, 0.13765309999871533, None]",,206.4941076,,,,,,206.4941636,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,27,3,6,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.8082739,None,"['f', 'f']","[2.0618700999984867, 3.6642384999940987]","[0.12813330000062706, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,3,27,3,,,,,206.5019437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.4985906,206.5019437,206.5019437,206.5019437,207.3214358,space,0.8082739,None,207.3361885,207.3418201,207.3418201,207.3418201,207.3418201,207.3418201,207.3418201,207.3418201,211.0400405,ff,1,1.6,"['f', 'f']","[2.0618700999984867, 3.6642384999940987]","[0.12813330000062706, None]",,211.0652497,,,,,,211.0652931,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,28,0,7,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,28,0,,,,,211.1342262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.068747,,,,211.0687735,None,,,211.0794847,,,,,,,,211.0795318,,0,999,None,,,,211.0959361,,,,,,211.0959714,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,29,1,7,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,1,29,1,,,,,211.1342262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0998047,,,,211.0998287,None,,,211.1079594,,,,,,,,211.1080009,,0,999,None,,,,211.1256813,,,,,,211.1257748,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,30,2,7,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.4873296,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5129142000005231, 0.6579034000023967, 1.2904265000033774, 1.4671904999995604, 1.7115553000039654, 1.9102516999992076, 2.082802700002503, 2.234571799999685]","[0.10988400000496767, 0.06880870000168215, 0.12835510000149952, 0.12832260000141105, 0.13416959999449318, 0.12773140000354033, 0.14711079999688081, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,2,30,2,,,,,211.1342262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1288919,211.1342262,211.1342262,211.1342262,211.6364351,space,0.4873296,None,211.6796762,211.694581,211.694581,211.694581,211.694581,211.694581,211.694581,211.694581,213.9531728,fjghhgjf,1,1.72,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5129142000005231, 0.6579034000023967, 1.2904265000033774, 1.4671904999995604, 1.7115553000039654, 1.9102516999992076, 2.082802700002503, 2.234571799999685]","[0.10988400000496767, 0.06880870000168215, 0.12835510000149952, 0.12832260000141105, 0.13416959999449318, 0.12773140000354033, 0.14711079999688081, None]",,213.9816063,,,,,,213.9816493,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,31,3,7,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.6641689,None,"['f', 'f']","[0.7472901000001002, 2.199003299996548]","[0.1482555999973556, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,3,31,3,,,,,213.9893032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.9860339,213.9893032,213.9893032,213.9893032,214.6701476,space,0.6641689,None,214.6888436,214.6955736,214.6955736,214.6955736,214.6955736,214.6955736,214.6955736,214.6955736,216.9201331,ff,1,1.45,"['f', 'f']","[0.7472901000001002, 2.199003299996548]","[0.1482555999973556, None]",,216.9428775,,,,,,216.942923,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,32,0,8,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,32,0,,,,,217.0051903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9462621,,,,216.9462868,None,,,216.9520264,,,,,,,,216.9520738,,0,999,None,,,,216.9695666,,,,,,216.9696049,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,33,1,8,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,1,33,1,,,,,217.0051903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9732276,,,,216.973251,None,,,216.9790092,,,,,,,,216.9790534,,0,999,None,,,,216.9970977,,,,,,216.9971359,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,34,2,8,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.5342146,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.7061209000021336, 0.8277094000004581, 0.9857609000027878, 1.1390958999982104, 1.325045700003102, 1.4389388999989023, 1.5858776000022772, 1.7223786000031396]","[0.10588879999704659, 0.12887819999741623, 0.12466129999666009, 0.11558900000090944, 0.09995659999549389, 0.13290039999992587, 0.12589930000103777, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,2,34,2,,,,,217.0051903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0005333,217.0051903,217.0051903,217.0051903,217.5522222,space,0.5342146,None,217.5628619,217.5685419,217.5685419,217.5685419,217.5685419,217.5685419,217.5685419,217.5685419,219.3221042,fjghhgjf,1,1.02,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.7061209000021336, 0.8277094000004581, 0.9857609000027878, 1.1390958999982104, 1.325045700003102, 1.4389388999989023, 1.5858776000022772, 1.7223786000031396]","[0.10588879999704659, 0.12887819999741623, 0.12466129999666009, 0.11558900000090944, 0.09995659999549389, 0.13290039999992587, 0.12589930000103777, None]",,219.3485011,,,,,,219.3485429,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,35,3,8,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.8748464,None,"['f', 'f']","[2.286452200001804, 3.8981571000040276]","[0.12760569999954896, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,3,35,3,,,,,219.3562581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.3531877,219.3562581,219.3562581,219.3562581,220.2359958,space,0.8748464,None,220.2469616,220.2547332,220.2547332,220.2547332,220.2547332,220.2547332,220.2547332,220.2547332,224.1886579,ff,1,1.61,"['f', 'f']","[2.286452200001804, 3.8981571000040276]","[0.12760569999954896, None]",,224.2189681,,,,,,224.2190141,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,36,0,9,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,36,0,,,,,224.2844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2222261,,,,224.2222515,None,,,224.2274449,,,,,,,,224.227489,,0,999,None,,,,224.2471313,,,,,,224.2471704,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,37,1,9,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,1,37,1,,,,,224.2844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2513313,,,,224.2513544,None,,,224.2572051,,,,,,,,224.2572459,,0,999,None,,,,224.2755711,,,,,,224.275609,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,38,2,9,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.5686264,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5357759999969858, 0.6696000999945682, 0.8193418999944697, 0.9867904999991879, 1.1633147999964422, 1.2941787999952794, 1.461399199994048, 1.5962001999942004]","[None, 0.12460840000130702, 0.13636989999940852, 0.11022070000035455, 0.121009900001809, 0.15156260000367183, 0.13386910000554053, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,2,38,2,,,,,224.2844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2796129,224.2844003,224.2844003,224.2844003,224.8694818,space,0.5686264,None,224.8767831,224.8851498,224.8851498,224.8851498,224.8851498,224.8851498,224.8851498,224.8851498,226.5052984,fjghhgjf,1,1.06,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5357759999969858, 0.6696000999945682, 0.8193418999944697, 0.9867904999991879, 1.1633147999964422, 1.2941787999952794, 1.461399199994048, 1.5962001999942004]","[None, 0.12460840000130702, 0.13636989999940852, 0.11022070000035455, 0.121009900001809, 0.15156260000367183, 0.13386910000554053, None]",,226.529425,,,,,,226.5294642,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,39,3,9,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.7552517,None,"['f', 'f']","[2.9821825999970315, 4.634803300003114]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,3,39,3,,,,,226.5367875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5332493,226.5367875,226.5367875,226.5367875,227.301782,space,0.7552517,None,227.3080005,227.3190574,227.3190574,227.3190574,227.3190574,227.3190574,227.3190574,227.3190574,231.9872526,ff,1,1.65,"['f', 'f']","[2.9821825999970315, 4.634803300003114]","[None, None]",,232.0134452,,,,,,232.0134866,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,0,0,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"Please, respond the following questions about the imagery you performed in the LAST block.
Use the mouse.

In the last block, the INSTRUCTION when IMAGINING the movement was to use:","A visual
modality only","Both modalities
at the same time","A kinesthetic
modality only",s,s,s,s,5,2.0807516,[np.float64(0.37222222222222223)],[np.float64(-0.3925925925925926)],[1],[0],[0],[0.8860511000020779],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,232.0393359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.023234,232.0393359,232.0393359,232.0393359,232.0393359,232.0393359,2.1039249,234.1341543,234.1341543,235.0047531,5,2.0807516,[np.float64(0.37222222222222223)],[np.float64(-0.3925925925925926)],[1],[0],[0],[0.8860511000020779],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,1,1,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"When imagining the movement, what was the OVERALL VIVIDNESS (considering BOTH the clarity of the image AND the intensity of the sensations)? Only if you did not feel or see anything at all, then select 0.","No image at all, you only
know"" that you were",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iFST,,,,
"thinking of the movement""",  ,"Perfectly clear and vivid as
normal vision and/or
feel of movement",s,s,  ,s,8,1.8798467,[np.float64(0.4046296296296296)],[np.float64(-0.3712962962962963)],[1],[0],[0],[1.0839882000000216],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,1,1,1,235.0239125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0077281,235.0239125,235.0239125,235.0239125,235.0239125,235.0239125,1.8959305,236.9174026,236.9174026,237.9854483,8,1.8798467,[np.float64(0.4046296296296296)],[np.float64(-0.3712962962962963)],[1],[0],[0],[1.0839882000000216],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST_online2,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iFST,,,,
English,,2,2,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"When imagining the movement, did you imagine yourself making errors (e.g. pressing the wrong key)? Only if you imagined NO ERRORS in the WHOLE BLOCK, then select 0.","No errors, I was
completely accurate
during imagery",  ,"A lot of errors, I was
completely inaccurate
during imagery",s,s,  ,s,6,1.2168395,[np.float64(0.42592592592592593)],[np.float64(-0.4324074074074074)],[1],[0],[0],[0.6345863999958965],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,2,2,2,238.0050909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.9886432,238.0050909,238.0050909,238.0050909,238.0050909,238.0050909,1.2317858,239.2340233,239.2340233,239.8528744,6,1.2168395,[np.float64(0.42592592592592593)],[np.float64(-0.4324074074074074)],[1],[0],[0],[0.6345863999958965],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,3,3,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"When imagining the movement, what was your use of the VISUAL MODALITY of imagery (creating a visual image of the movement)? Only if you did not use visual imagery at all, select 0"".""","No visual
imagery use",  ,"High visual
imagery use",s,s,  ,s,8,0.9659177,[np.float64(0.4203703703703704)],[np.float64(-0.375)],[1],[0],[0],[0.6699280999964685],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,3,3,3,239.8701204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8551911,239.8701204,239.8701204,239.8701204,239.8701204,239.8701204,0.9810763,240.8508501,240.8508501,241.5047284,8,0.9659177,[np.float64(0.4203703703703704)],[np.float64(-0.375)],[1],[0],[0],[0.6699280999964685],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,4,4,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"If you used visual imagery, did you use a FIRST-PERSON PERSPECTIVE (watching the movement through the eyes of the performer, from an internal point of view)? If you selected 0 in the question before, then you must select 0 here as well.","No first-person (internal)
perspective use",  ,"High first-person (internal)
perspective use",s,s,  ,s,9,0.8780596,[np.float64(0.387037037037037)],[np.float64(-0.38425925925925924)],[1],[0],[0],[0.6228569000013522],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,4,4,4,241.524442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.5089464,241.524442,241.524442,241.524442,241.524442,241.524442,0.8958827,242.4172381,242.4172381,243.0247574,9,0.8780596,[np.float64(0.387037037037037)],[np.float64(-0.38425925925925924)],[1],[0],[0],[0.6228569000013522],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,5,5,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"If you used visual imagery, did you use a THIRD-PERSON PERSPECTIVE (watching yourself performing the movement, from an external point of view)? If you selected 0 in the question about general visual imagery use, then you must select 0 here as well.","No third-person (external)
perspective use",  ,"High third-person (external)
perspective use",s,s,  ,s,3,2.2446472,[np.float64(0.34814814814814815)],[np.float64(-0.39166666666666666)],[1],[0],[0],[1.2218892000018968],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,5,5,5,243.0483972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0299455,243.0483972,243.0483972,243.0483972,243.0483972,243.0483972,2.2633936,245.3033961,245.3033961,246.5108217,3,2.2446472,[np.float64(0.34814814814814815)],[np.float64(-0.39166666666666666)],[1],[0],[0],[1.2218892000018968],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,6,6,0,,,,,,,,,,,,,,,,,,,,space,2.1068288,None,,,,,,,"When imagining the movement, what was your use of the KINESTHETIC MODALITY of imagery (feeling the sensations of the movement)? Only if you did not use kinesthetic imagery at all, select 0"".""","No kinesthetic
imagery use",  ,"High kinesthetic
imagery use",s,s,  ,s,7,2.5557466,[np.float64(0.3787037037037037)],[np.float64(-0.3907407407407407)],[1],[0],[0],[0.7531498000025749],"['next_poly', 'next_poly']",,,,,,,,,,,,,2,0,2,0,,,,,0,6,6,6,246.53056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.5145155,246.53056,246.53056,246.53056,246.53056,246.53056,2.5726598,249.1006808,249.1006808,249.8375888,7,2.5557466,[np.float64(0.3787037037037037)],[np.float64(-0.3907407407407407)],[1],[0],[0],[0.7531498000025749],"['next_poly', 'next_poly']",,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.8478934,249.8508333,252.8350824,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
